chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
4,24592356,24593370,1014,24592959,53.66,38.1416,9.98907,35.2449
4,24606837,24607162,325,24607042,25.22,23.7113,11.1159,21.2127
4,24614783,24615049,266,24614914,11.27,5.86499,4.08954,4.18662
4,24615200,24615433,233,24615318,9.12,4.22059,3.3036,2.66757
4,24636992,24637216,224,24637080,13.42,8.50199,5.40213,6.64247
4,24640341,24640968,627,24640680,54.73,18.8561,4.28718,16.5231
4,24690577,24691422,845,24691281,31.66,8.65647,3.26595,6.78989
4,24693154,24693597,443,24693553,11.27,5.86499,4.08954,4.18662
4,24706464,24706661,197,24706545,13.42,5.46828,3.60376,3.81907
4,24709650,24710122,472,24709812,45.07,29.7163,8.42005,27.0384
4,24722253,24722519,266,24722350,13.95,6.94958,4.62041,5.19463
4,24725274,24725753,479,24725648,38.1,24.0413,7.62455,21.5353
4,24738749,24738975,226,24738912,13.95,8.33754,5.49693,6.48829
4,24745840,24746281,441,24745967,37.03,19.3488,6.00529,17.0015
4,24747524,24747705,181,24747646,13.95,5.46828,3.73791,3.81907
4,24750500,24750901,401,24750756,13.95,7.63766,5.04987,5.83375
4,24755673,24756314,641,24755986,37.56,34.1251,12.854,31.3284
4,24762006,24762893,887,24762318,27.9,14.2995,5.78066,12.152
4,24784475,24784709,234,24784609,9.12,6.95302,5.06111,5.19463
4,24785586,24785906,320,24785724,16.1,10.2513,5.69935,8.29607
4,24800719,24801048,329,24800909,24.68,22.2992,10.8096,19.8533
4,24802534,24803259,725,24802754,28.98,23.0554,9.99216,20.5816
4,24810351,24810964,613,24810538,27.9,14.2995,5.78066,12.152
4,24811136,24811500,364,24811293,24.15,17.386,7.77104,15.1131
4,24858694,24859481,787,24859073,38.1,24.6896,7.88917,22.1605
4,24864739,24865433,694,24865086,64.93,47.6206,10.9881,44.5191
4,24866980,24867904,924,24867517,32.2,18.7537,6.63922,16.4255
4,24873518,24873718,200,24873577,16.63,7.82317,4.49405,6.00896
4,24881739,24881975,236,24881872,11.81,9.08008,6.40262,7.19364
4,24889066,24889297,231,24889291,15.02,4.00622,2.60144,2.48703
4,24893899,24894129,230,24893976,12.34,7.47288,4.9363,5.68129
4,24897498,24897740,242,24897617,17.71,13.3532,7.54592,11.2524
4,24898020,24898499,479,24898367,20.39,8.71601,4.27817,6.84614
4,24914816,24915713,897,24915329,44.54,40.738,13.7793,37.7802
4,24931814,24932370,556,24932142,90.69,94.7349,21.4821,91.0262
4,24944677,24944852,175,24944807,12.34,5.79774,3.91486,4.13158
4,24945106,24945326,220,24945232,23.61,9.71575,4.36047,7.79023
4,24945583,24945782,199,24945711,17.71,6.95141,3.9105,5.19463
4,24971185,24971428,243,24971324,12.34,4.79185,3.33546,3.19959
4,24975715,24976111,396,24975978,17.71,12.2728,6.87789,10.2199
4,24977256,24977898,642,24977676,17.71,14.8496,8.48814,12.6815
4,24987456,24988038,582,24987885,14.49,9.89832,6.07859,7.96621
4,24994345,24994724,379,24994500,16.1,15.2028,8.69731,13.0158
4,25017196,25017394,198,25017310,19.32,10.0802,5.07941,8.13771
4,25026036,25026336,300,25026183,23.07,9.09299,4.01231,7.20459
4,25045039,25045229,190,25045182,9.66,5.76175,4.51875,4.09776
4,25048089,25048641,552,25048259,24.15,8.23007,3.59244,6.386
4,25055250,25055686,436,25055571,13.42,11.5421,7.33254,9.51925
4,25089678,25090207,529,25090126,18.24,12.6023,6.65438,10.5372
4,25118842,25119317,475,25119089,23.61,22.647,11.3433,20.1877
4,25123419,25123630,211,25123601,12.34,7.94909,5.2362,6.12704
4,25159597,25159784,187,25159705,13.42,7.36723,4.70465,5.58059
4,25167041,25167578,537,25167199,24.68,23.9777,11.838,21.4733
4,25171502,25171871,369,25171635,12.88,10.1966,6.93922,8.24989
4,25182170,25182449,279,25182319,12.34,9.08496,5.96043,7.19811
4,25192899,25193607,708,25193345,19.32,7.99138,4.06353,6.16685
4,25199448,25199685,237,25199515,11.81,7.56634,5.38941,5.76464
4,25202796,25203041,245,25202889,10.73,7.57898,5.58455,5.77663
4,25215085,25215265,180,25215162,13.95,6.21735,4.17644,4.50758
4,25217438,25217907,469,25217677,31.12,16.4833,5.87041,14.2393
4,25251550,25251776,226,25251662,13.42,7.36723,4.70465,5.58059
4,25263308,25263611,303,25263430,19.32,12.3191,6.27863,10.264
4,25264127,25264436,309,25264267,20.39,14.2141,7.13029,12.0699
4,25267545,25267952,407,25267701,24.68,22.2992,10.8096,19.8533
4,25270590,25271024,434,25270873,20.39,19.2883,10.1822,16.9425
4,25295002,25296036,1034,25295668,51.51,49.0861,15.409,45.9556
4,25296995,25297966,971,25297455,40.78,42.3998,16.3979,39.4091
4,25299431,25299628,197,25299495,13.42,10.2984,6.5404,8.33838
4,25304084,25304312,228,25304225,15.56,11.1299,6.63413,9.1338
4,25319886,25320443,557,25320280,20.93,14.3059,7.36315,12.1583
4,25340343,25340682,339,25340448,11.27,5.86499,4.08954,4.18662
4,25359734,25359992,258,25359880,18.24,15.0181,8.09952,12.8421
4,25364789,25365023,234,25364947,15.02,10.2531,5.89149,8.29634
4,25367745,25368788,1043,25368574,26.83,20.3129,9.03222,17.9331
4,25397564,25397815,251,25397697,20.39,18.5137,9.70547,16.1957
4,25417001,25418016,1015,25417285,37.03,32.3841,11.7508,29.6314
4,25422534,25422811,277,25422732,9.66,5.26939,4.18321,3.63805
4,25425271,25425503,232,25425391,15.02,10.9153,6.28919,8.92951
4,25441763,25441942,179,25441869,10.73,7.19164,5.32306,5.41207
4,25455284,25455475,191,25455367,12.34,9.86023,6.45656,7.93044
4,25458143,25458638,495,25458315,34.88,25.7873,9.56266,23.2237
4,25460579,25460951,372,25460791,15.02,6.9063,4.00621,5.15424
4,25471019,25471837,818,25471480,32.73,11.9912,4.21659,9.95017
4,25472696,25472966,270,25472859,11.81,5.86499,4.26841,4.18662
4,25501075,25501674,599,25501274,16.1,9.52397,5.2837,7.60529
4,25502146,25502906,760,25502669,23.07,17.5905,8.13087,15.3077
4,25505735,25506237,502,25505854,11.81,5.86499,4.26841,4.18662
4,25512178,25512665,487,25512360,19.85,13.1909,6.95142,11.0958
4,25524921,25525118,197,25525117,12.34,3.5627,2.66837,2.07977
4,25526271,25526659,388,25526516,23.07,23.8943,11.8474,21.3916
4,25541243,25541460,217,25541323,19.85,8.3851,4.35917,6.53525
4,25549586,25550163,577,25549729,21.46,14.2893,6.94192,12.1438
4,25550361,25551040,679,25550748,29.51,28.843,12.8422,26.1897
4,25556833,25557036,203,25556924,11.27,6.11152,4.24227,4.41011
4,25560458,25560727,269,25560592,12.34,9.94514,6.51075,8.01097
4,25582504,25582791,287,25582625,8.59,5.30201,4.3492,3.6666
4,25592432,25592707,275,25592548,9.12,6.89501,5.02394,5.14694
4,25597200,25597470,270,25597356,19.85,16.182,8.77705,13.9597
4,25621637,25622000,363,25621870,32.2,37.8429,16.886,34.9527
4,25629431,25630463,1032,25630285,43.46,18.0784,4.94053,15.7773
4,25637019,25637808,789,25637468,17.17,11.2084,6.05708,9.20446
4,25644587,25644795,208,25644625,27.9,5.64714,2.62757,3.9919
4,25664782,25665143,361,25664785,11.81,4.14638,3.20131,2.60805
4,25674775,25675071,296,25674999,20.93,7.09102,3.65458,5.31608
4,25707682,25708133,451,25707945,21.46,14.7683,7.21019,12.6032
4,25712884,25713200,316,25713041,18.24,11.365,5.94699,9.35174
4,25713369,25713554,185,25713423,17.17,4.24476,2.59589,2.69064
4,25714379,25714721,342,25714642,10.73,5.90224,4.45407,4.22188
4,25732030,25732841,811,25732221,22.54,22.369,11.4861,19.9194
4,25759163,25760290,1127,25759263,20.93,8.48129,4.27603,6.62221
4,25763503,25764159,656,25763680,20.39,7.09102,3.56514,5.31608
4,25766914,25767507,593,25767115,22.54,22.8513,11.7828,20.3846
4,25775096,25776003,907,25775694,35.95,14.0966,4.61904,11.9598
4,25789160,25789665,505,25789495,19.85,19.0866,10.608,16.7446
4,25807152,25808145,993,25807640,144.35,209.119,48.4486,204.796
4,25812785,25813089,304,25812919,27.37,21.8929,9.45556,19.4551
4,25823594,25824221,627,25824051,23.07,17.9342,8.3243,15.6356
4,25833308,25833584,276,25833431,16.63,6.59884,3.85238,4.87063
4,25835459,25835662,203,25835578,30.59,12.3086,4.51233,10.255
4,25841854,25842210,356,25841943,12.34,10.1966,6.67092,8.24989
4,25845449,25845667,218,25845557,11.27,8.92868,6.03771,7.04957
4,25846478,25846657,179,25846561,11.27,9.09165,6.14169,7.2045
4,25847315,25848382,1067,25848013,19.85,18.2683,10.0921,15.9635
4,25871415,25871684,269,25871519,9.12,6.95302,5.06111,5.19463
4,25891686,25891943,257,25891824,15.56,9.31879,5.52048,7.40747
4,25894026,25894277,251,25894129,14.49,6.17368,3.87206,4.46501
4,25896881,25897620,739,25897202,17.71,11.2084,6.23595,9.20446
4,25908653,25908937,284,25908787,28.98,10.8899,4.28236,8.90652
4,25914660,25914963,303,25914813,10.2,5.08049,3.73181,3.46239
4,25927154,25928077,923,25927741,70.83,38.0292,7.18314,35.1339
4,25939064,25939507,443,25939102,22.54,8.40735,3.92288,6.55567
4,25942907,25943739,832,25943280,24.68,18.4988,8.56122,16.1824
4,25947812,25948109,297,25947949,17.71,16.4744,9.51618,14.2306
4,25965786,25965979,193,25965896,13.95,8.33754,5.49693,6.48829
4,25975797,25976206,409,25976042,11.81,8.92868,6.30179,7.04957
4,25988123,25989220,1097,25988826,21.46,21.1781,11.0552,18.7657
4,26009783,26010018,235,26009916,11.27,9.09165,6.14169,7.2045
4,26014288,26015195,907,26014687,67.08,56.2902,13.2752,53.0358
4,26017503,26017849,346,26017615,16.63,10.6172,6.09774,8.64134
4,26035280,26035761,481,26035430,33.27,23.0874,8.36653,20.6127
4,26041585,26042243,658,26041812,33.81,23.5121,8.70148,21.024
4,26044258,26044451,193,26044326,14.49,8.41215,5.16275,6.5578
4,26048117,26048513,396,26048344,24.15,25.9704,12.7916,23.4006
4,26065621,26065968,347,26065840,38.64,35.4158,13.2118,32.5861
4,26066192,26066632,440,26066468,12.88,10.1966,6.93922,8.24989
4,26071206,26071691,485,26071572,25.76,19.2851,8.73266,16.9395
4,26072014,26072750,736,26072500,30.59,10.6508,3.94829,8.67386
4,26074880,26075317,437,26075070,29.51,19.3689,7.62827,17.0195
4,26098779,26099344,565,26099191,32.73,18.7537,6.74654,16.4255
4,26102713,26103004,291,26102845,13.42,10.4608,6.6441,8.48986
4,26108197,26108818,621,26108438,13.42,9.98825,6.34242,8.05337
4,26133745,26134364,619,26134036,18.24,10.8241,5.64685,8.84196
4,26142071,26142243,172,26142131,13.95,7.36723,4.87978,5.58059
4,26149846,26150108,262,26149980,31.12,12.6811,4.46648,10.6123
4,26174343,26174856,513,26174557,17.17,11.4089,6.17314,9.39441
4,26207059,26207707,648,26207322,35.95,17.6509,5.8358,15.3674
4,26214962,26215282,320,26215151,18.78,12.6023,6.83992,10.5372
4,26238145,26238337,192,26238222,17.71,13.8763,7.87368,11.7508
4,26254814,26255219,405,26255079,15.56,9.31879,5.52048,7.40747
4,26260932,26261195,263,26261075,17.71,16.4744,9.51618,14.2306
4,26265964,26266909,945,26266147,15.56,13.7287,8.28072,11.6086
4,26272121,26272471,350,26272327,48.29,34.9842,9.85883,32.1644
4,26275057,26275320,263,26275193,15.02,9.31879,5.34162,7.40747
4,26284360,26284634,274,26284513,9.66,6.28234,4.87417,4.56823
4,26291047,26291412,365,26291241,15.56,9.49467,5.62626,7.57754
4,26307938,26308110,172,26307996,10.2,7.99793,5.59772,6.17005
4,26311004,26311416,412,26311175,16.1,5.94584,3.41961,4.26127
4,26316018,26316199,181,26316074,10.2,5.05583,3.71645,3.44606
4,26320411,26320741,330,26320720,19.85,4.922,2.83192,3.31997
4,26321180,26321837,657,26321524,538.21,930.131,112.711,924.381
4,26324161,26324729,568,26324316,38.64,37.3731,14.3005,34.4971
4,26325603,26325841,238,26325692,10.2,6.46606,4.61173,4.74511
4,26336052,26336547,495,26336403,18.24,17.7694,9.78913,15.4755
4,26348416,26349422,1006,26348759,24.68,17.386,7.93686,15.1131
4,26361046,26361636,590,26361310,22,8.40735,3.83344,6.55567
4,26362890,26363149,259,26363029,12.34,6.6833,4.44728,4.94305
4,26375401,26375624,223,26375519,14.49,11.8441,7.31267,9.8091
4,26381104,26381685,581,26381326,16.1,14.8582,8.48623,12.6897
4,26390044,26390376,332,26390290,11.27,9.2473,6.24072,7.34654
4,26390838,26391410,572,26391249,19.85,13.1909,6.95142,11.0958
4,26393839,26394087,248,26393920,13.95,7.82719,5.17,6.01168
4,26403873,26404143,270,26403977,16.63,13.7726,8.06414,11.6519
4,26422077,26422625,548,26422151,22.54,7.90192,3.71719,6.08262
4,26428119,26428789,670,26428470,118.05,141.261,29.7631,137.224
4,26430754,26431204,450,26430996,27.37,14.2995,5.67334,12.152
4,26436454,26437076,622,26436818,32.2,27.847,11.0654,25.2188
4,26447976,26448207,231,26448125,17.71,10.4329,5.78117,8.46284
4,26459203,26459924,721,26459576,48.29,57.6395,21.3654,54.3616
4,26476379,26476674,295,26476402,24.68,5.06283,2.56837,3.45175
4,26510341,26510944,603,26510598,44.54,34.3224,10.6696,31.5234
4,26511504,26511748,244,26511658,11.81,7.02086,5.0256,5.25655
4,26547834,26548248,414,26547950,20.39,14.2141,7.13029,12.0699
4,26553769,26554145,376,26553937,19.85,17.2709,9.46201,15.0053
4,26558653,26559097,444,26558896,13.95,5.46828,3.73791,3.81907
4,26565207,26565490,283,26565361,15.56,9.71717,5.7609,7.79158
4,26573016,26573735,719,26573154,23.61,16.3359,7.60521,14.1037
4,26574347,26575185,838,26574503,31.12,21.4139,8.03072,18.9938
4,26577630,26578328,698,26577933,20.93,12.8656,6.53303,10.7839
4,26584908,26586251,1343,26586023,28.44,23.0554,9.8133,20.5816
4,26591842,26592053,211,26591970,12.34,9.23022,6.05347,7.33552
4,26592954,26593132,178,26593046,10.2,7.8601,5.50956,6.04223
4,26597069,26597497,428,26597335,23.61,13.5895,6.15262,11.4771
4,26601087,26601291,204,26601088,10.2,3.53412,2.79886,2.05441
4,26612204,26612890,686,26612300,23.07,7.60524,3.43912,5.80208
4,26622385,26622912,527,26622552,17.17,13.026,7.13157,10.9385
4,26627155,26627438,283,26627315,15.56,13.7444,8.29067,11.624
4,26655456,26655736,280,26655686,11.81,6.07117,4.40164,4.3716
4,26658513,26658790,277,26658570,16.1,4.70182,2.84967,3.11745
4,26667045,26667988,943,26667606,20.39,15.474,7.86429,13.2737
4,26669477,26669832,355,26669577,28.98,10.8899,4.28236,8.90652
4,26690374,26690936,562,26690740,26.83,22.3972,10.2316,19.9463
4,26691613,26692485,872,26691849,17.17,11.5344,6.24613,9.51744
4,26695377,26696092,715,26695775,27.9,21.8929,9.63443,19.4551
4,26701462,26701634,172,26701568,9.66,5.71384,4.48604,4.05283
4,26718660,26719109,449,26718954,17.17,8.61674,4.6308,6.75254
4,26766487,26767079,592,26766853,28.98,10.8899,4.28236,8.90652
4,26767281,26767642,361,26767367,18.24,6.55943,3.5169,4.83334
4,26831253,26831735,482,26831566,29.51,24.2325,10.171,21.7193
4,26834787,26835026,239,26834899,11.27,9.08008,6.13432,7.19364
4,26899092,26899314,222,26899186,24.15,12.3174,5.2565,10.2635
4,26900973,26901481,508,26901239,18.24,7.28745,3.84889,5.50397
4,26904747,26904995,248,26904844,15.02,9.49467,5.44396,7.57754
4,26936813,26937816,1003,26937300,39.17,37.636,13.8907,34.7542
4,26942894,26943196,302,26943032,16.63,7.66459,4.40866,5.85628
4,26946098,26946327,229,26946225,8.59,5.94877,4.79281,4.26127
4,26946789,26947054,265,26946832,9.66,6.95302,5.32941,5.19463
4,26969693,26970433,740,26969892,42.93,21.863,6.27545,19.4289
4,26982571,26982989,418,26982815,30.05,17.5875,6.49032,15.3047
4,26989058,26989844,786,26989235,45.61,36.4787,11.3797,33.6219
4,26994102,26994707,605,26994545,13.95,8.28396,5.46239,6.43738
4,26996939,26997394,455,26997067,51.51,13.121,3.28211,11.0313
4,27005534,27006134,600,27005843,15.56,12.7092,7.63341,10.6361
4,27019703,27020004,301,27019777,22,7.90192,3.63245,6.08262
4,27022786,27023055,269,27022912,17.17,11.3471,6.13728,9.33541
4,27027869,27028237,368,27028011,30.05,14.3451,5.17495,12.1961
4,27044962,27045971,1009,27045375,36.49,32.8458,12.4963,30.0795
4,27056484,27056889,405,27056779,14.49,7.06081,4.3683,5.29525
4,27073543,27073751,208,27073593,19.32,5.28566,2.90252,3.65346
4,27076104,27076601,497,27076238,22,16.8295,7.9532,14.5769
4,27077501,27078195,694,27077939,24.15,3.70177,2.09559,2.20059
4,27096387,27096560,173,27096497,10.73,7.51171,5.5392,5.71903
4,27108429,27108642,213,27108473,21.46,7.73977,3.74401,5.9295
4,27110884,27111715,831,27111112,38.64,24.5208,7.92706,22.0006
4,27119510,27119757,247,27119620,16.1,14.0797,8.0077,11.9437
4,27123825,27124510,685,27124186,53.12,61.7756,21.2416,58.4338
4,27131593,27131802,209,27131758,29.51,5.77257,2.54276,4.10822
4,27136051,27136628,577,27136291,22.54,12.6839,5.88432,10.6123
4,27136902,27137436,534,27137157,25.76,17.6879,7.8512,15.401
4,27152317,27152965,648,27152602,40.78,31.2332,10.4454,28.5118
4,27153709,27154123,414,27153879,15.56,4.1611,2.76024,2.62147
4,27163321,27163770,449,27163605,55.27,25.2486,5.627,22.7045
4,27177174,27177822,648,27177401,30.05,20.3845,7.76242,18.001
4,27183833,27184098,265,27183980,23.61,9.09299,4.10175,7.20459
4,27200371,27200604,233,27200468,25.22,8.87152,3.74575,6.99683
4,27217158,27217803,645,27217552,23.07,19.8828,9.44814,17.5148
4,27226051,27226418,367,27226196,12.34,6.6833,4.44728,4.94305
4,27228273,27228639,366,27228399,13.42,9.62537,6.11118,7.70222
4,27233350,27234053,703,27233715,27.37,21.8929,9.45556,19.4551
4,27246824,27247302,478,27247249,9.12,6.39663,4.70276,4.68022
4,27269909,27270637,728,27270182,83.71,112.873,34.1682,109.011
4,27273990,27274613,623,27274145,21.46,17.5179,8.81635,15.2359
4,27288502,27288921,419,27288770,16.1,13.2912,7.5229,11.1942
4,27299781,27300002,221,27299930,9.66,4.33257,3.55294,2.76944
4,27314781,27315258,477,27314959,22.54,11.0827,5.10348,9.08771
4,27324222,27324582,360,27324430,31.66,16.031,5.78659,13.8164
4,27331167,27331425,258,27331308,8.59,5.30201,4.3492,3.6666
4,27334794,27335127,333,27334982,17.71,6.60524,3.74157,4.87489
4,27337789,27338098,309,27337949,12.34,10.2092,6.67893,8.26153
4,27340554,27340961,407,27340738,24.15,19.0566,8.69539,16.7192
4,27342958,27343532,574,27343198,50.98,43.1346,12.9943,40.1263
4,27345176,27345484,308,27345343,9.66,5.10734,4.07323,3.48434
4,27356890,27357106,216,27356938,9.66,5.10734,4.07323,3.48434
4,27362260,27362686,426,27362401,37.03,42.8651,17.6666,39.8624
4,27366648,27366820,172,27366715,7.51,4.33721,3.80291,2.77379
4,27373344,27373759,415,27373346,12.34,3.5627,2.66837,2.07977
4,27399242,27399550,308,27399400,18.78,7.07974,3.85746,5.3133
4,27401163,27401735,572,27401266,22.54,16.3197,7.84576,14.0892
4,27409624,27410584,960,27409992,107.32,142.471,36.1068,138.428
4,27420653,27421584,931,27421210,32.2,32.2737,13.5782,29.5255
4,27423204,27423680,476,27423448,55.27,27.6877,6.25222,25.0674
4,27468291,27468512,221,27468376,14.49,10.0983,6.20423,8.15565
4,27472563,27472775,212,27472650,11.27,5.86499,4.08954,4.18662
4,27473058,27473255,197,27473182,11.81,9.2473,6.51368,7.34654
4,27477395,27478223,828,27477529,20.39,14.2141,7.13029,12.0699
4,27486240,27486449,209,27486373,27.37,8.74288,3.54584,6.87111
4,27493357,27493564,207,27493414,14.49,12.7351,7.87845,10.6587
4,27501831,27502901,1070,27502670,55.27,42.8421,11.254,39.8398
4,27504826,27505271,445,27504833,12.34,4.19334,3.00492,2.64284
4,27510756,27511069,313,27510860,14.49,8.41215,5.16275,6.5578
4,27517855,27518570,715,27518258,28.98,18.3673,7.49412,16.0583
4,27529343,27529660,317,27529489,11.81,7.50844,5.35068,5.71621
4,27535673,27537344,1671,27536024,46.15,28.6849,7.85796,26.0355
4,27558441,27558655,214,27558445,6.98,3.99588,3.92511,2.47678
4,27572270,27573068,798,27572642,165.27,274.65,69.4774,270.079
4,27574038,27574430,392,27574187,14.49,4.70046,3.09765,3.11737
4,27586248,27586533,285,27586332,12.88,9.15703,6.24817,7.26593
4,27599304,27599858,554,27599552,27.9,14.2995,5.78066,12.152
4,27606190,27606550,360,27606386,19.85,17.3888,9.53643,15.1156
4,27616246,27616538,292,27616454,12.34,8.06221,5.30786,6.23292
4,27648275,27648505,230,27648391,23.07,16.2632,7.40006,14.038
4,27652059,27652376,317,27652213,17.71,12.1321,6.79199,10.0868
4,27666335,27667454,1119,27666870,41.85,29.2529,9.29205,26.5832
4,27672229,27673020,791,27672443,24.15,8.23007,3.59244,6.386
4,27675070,27675490,420,27675355,30.05,12.3086,4.43567,10.255
4,27686663,27687013,350,27686765,19.32,11.2177,5.67532,9.21298
4,27698690,27698862,172,27698860,15.02,4.1611,2.67081,2.62147
4,27718917,27719627,710,27719275,21.46,19.7766,10.1924,17.4143
4,27740088,27740449,361,27740251,16.63,11.1843,6.44259,9.1852
4,27791583,27791919,336,27791811,42.39,17.336,4.82128,15.0693
4,27823263,27823686,423,27823396,30.05,18.1417,6.73237,15.8395
4,27828271,27829087,816,27828675,71.37,98.4976,32.8349,94.7536
4,27837946,27838290,344,27838188,30.05,12.5905,4.53413,10.5265
4,27843378,27843728,350,27843591,13.95,9.03174,5.9483,7.14984
4,27847697,27848639,942,27848200,26.83,22.3972,10.2316,19.9463
4,27860111,27860320,209,27860153,16.1,5.94584,3.41961,4.26127
4,27866539,27867130,591,27866726,35.42,25.6604,9.10393,23.0988
4,27888380,27888858,478,27888702,20.39,15.474,7.86429,13.2737
4,27894577,27895229,652,27894747,32.2,31.3283,13.0283,28.605
4,27919233,27919481,248,27919344,20.39,4.02702,2.37676,2.50529
4,27927627,27927870,243,27927766,19.85,9.44694,4.88619,7.53281
4,27937098,27937966,868,27937355,35.42,37.1614,15.3265,34.2894
4,27940805,27941698,893,27941257,26.83,28.2894,13.8128,25.6517
4,27950632,27951627,995,27951317,37.56,23.5306,7.71242,21.0406
4,27981327,27981619,292,27981453,17.17,8.44714,4.54281,6.58876
4,27982059,27982333,274,27982187,13.95,9.03174,5.9483,7.14984
4,27997094,27997408,314,27997318,34.34,10.4007,3.53425,8.43185
4,27999259,27999948,689,27999584,60.1,18.3587,3.81871,16.0527
4,28002921,28003386,465,28003237,32.73,11.9912,4.21659,9.95017
4,28017997,28018339,342,28018219,18.78,14.1169,7.76337,11.9784
4,28021210,28021470,260,28021460,10.73,5.08049,3.91068,3.46239
4,28024351,28024557,206,28024426,19.85,9.84598,5.09137,7.91669
4,28032815,28033596,781,28033327,38.64,43.6748,17.9834,40.6565
4,28049257,28049551,294,28049427,23.07,22.2185,10.8382,19.7749
4,28054111,28054352,241,28054164,15.02,9.31879,5.34162,7.40747
4,28056572,28056935,363,28056666,13.42,8.90895,5.65739,7.03189
4,28077390,28077622,232,28077489,9.12,6.95302,5.06111,5.19463
4,28080996,28081751,755,28081449,30.05,20.3845,7.76242,18.001
4,28082500,28082678,178,28082667,17.17,4.24476,2.59589,2.69064
4,28091816,28092378,562,28092133,39.17,30.0967,10.043,27.4065
4,28092615,28093283,668,28092851,56.34,43.9965,11.4686,40.972
4,28097353,28097758,405,28097536,27.9,10.202,4.12904,8.25458
4,28106599,28106936,337,28106664,12.34,6.6833,4.44728,4.94305
4,28112200,28112570,370,28112380,12.34,7.52333,4.96792,5.73046
4,28122748,28123058,310,28122893,20.39,10.9285,5.34772,8.93958
4,28148751,28149277,526,28149012,44.54,38.6504,12.7201,35.7445
4,28171321,28171779,458,28171521,28.44,22.8827,9.71742,20.4154
4,28201074,28201723,649,28201312,31.66,17.8356,6.5319,15.5393
4,28207653,28208176,523,28208032,29.51,20.3891,8.13249,18.0052
4,28250019,28251072,1053,28250245,53.66,46.8773,13.665,43.7926
4,28255727,28256497,770,28256113,41.85,43.8337,16.819,40.8121
4,28275603,28276005,402,28275783,16.63,15.2028,8.97027,13.0158
4,28287610,28287890,280,28287738,12.34,8.00529,5.27179,6.17721
4,28305305,28305630,325,28305444,12.88,6.14765,4.28876,4.4418
4,28320760,28320972,212,28320878,16.63,10.2513,5.87822,8.29607
4,28337428,28338250,822,28337836,33.81,27.4247,10.699,24.8107
4,28358089,28358353,264,28358201,19.32,18.5389,9.99885,16.2182
4,28376731,28377133,402,28376817,13.95,9.22186,6.07297,7.32965
4,28387917,28388285,368,28388004,17.17,6.95141,3.79834,5.19463
4,28388621,28388963,342,28388746,26.83,11.2515,4.63835,9.24397
4,28395027,28395464,437,28395314,17.17,5.26629,3.02854,3.63745
4,28411149,28411729,580,28411396,28.98,15.1622,5.9953,12.9812
4,28412063,28412318,255,28412201,15.02,9.31879,5.34162,7.40747
4,28416617,28417024,407,28416889,15.02,13.5228,7.88624,11.4154
4,28420780,28421086,306,28420904,17.71,8.61674,4.76755,6.75254
4,28434928,28435236,308,28435228,15.56,4.1611,2.76024,2.62147
4,28479117,28479406,289,28479239,16.63,15.2028,8.97027,13.0158
4,28480331,28480725,394,28480593,17.71,13.8763,7.87368,11.7508
4,28486867,28487044,177,28487011,11.81,5.86499,4.26841,4.18662
4,28507596,28508325,729,28508155,25.76,15.4524,6.68922,13.2534
4,28513582,28514342,760,28514003,38.64,34.5129,12.7216,31.7094
4,28519295,28519829,534,28519588,23.07,16.6331,7.601,14.3863
4,28522278,28522484,206,28522418,13.95,5.05498,3.5032,3.44529
4,28522661,28522942,281,28522786,12.88,6.73697,4.66032,4.9947
4,28538203,28538472,269,28538324,13.42,11.1663,7.09402,9.16736
4,28547497,28547979,482,28547738,35.95,31.5779,12.3174,28.8457
4,28564298,28565639,1341,28565042,59.03,42.1164,10.0044,39.1298
4,28573636,28573904,268,28573739,15.56,13.9559,8.42436,11.823
4,28575504,28576310,806,28576056,39.17,48.3352,20.086,45.2205
4,28587566,28587779,213,28587716,12.34,4.79185,3.33546,3.19959
4,28590167,28590923,756,28590365,24.15,21.0921,9.86934,18.6823
4,28607022,28607389,367,28607236,13.42,5.46828,3.60376,3.81907
4,28615022,28615245,223,28615144,15.02,5.31046,3.20497,3.67154
4,28620878,28621394,516,28621223,52.05,70.8412,26.9853,67.3794
4,28670391,28670681,290,28670522,16.1,4.70182,2.84967,3.11745
4,28675894,28676155,261,28676031,11.81,5.86499,4.26841,4.18662
4,28676360,28676691,331,28676516,21.46,9.46042,4.49281,7.54398
4,28679850,28680230,380,28680005,64.39,85.41,29.2138,81.7913
4,28687174,28687369,195,28687296,13.42,7.53305,4.80501,5.73483
4,28689144,28689367,223,28689328,8.59,4.45231,3.76202,2.8805
4,28726785,28727430,645,28726991,21.46,19.2742,9.88387,16.9299
4,28729574,28729775,201,28729705,13.95,5.89378,3.98498,4.21413
4,28732929,28733291,362,28733071,17.71,8.44714,4.67696,6.58876
4,28744525,28745419,894,28744982,18.24,14.1169,7.55277,11.9784
4,28751272,28751850,578,28751635,45.61,51.9488,19.6175,48.7681
4,28757252,28757675,423,28757495,72.98,47.452,9.38805,44.3565
4,28779826,28780027,201,28779874,12.34,4.79185,3.33546,3.19959
4,28795681,28796151,470,28795845,13.42,10.2984,6.5404,8.33838
4,28805371,28805601,230,28805482,19.32,16.7071,8.87234,14.4581
4,28810279,28810683,404,28810451,30.59,32.1083,14.4441,29.3617
4,28816322,28816505,183,28816406,13.42,9.48722,6.02333,7.57016
